user_want_reliability,user_want_warmth,user_want_intelligence,user_want_creativity,user_want_honesty,user_want_helpfulness,user_want_responsiveness,system_want_clarity,system_want_structure,system_want_efficiency,system_want_feedback,system_want_boundaries,system_want_patience,tension_expectation_violation,tension_disappointment,tension_loss,tension_change_resistance,tension_anthropomorphism,tension_relationship_terms,sentence_count,word_count,avg_sentence_length,readability_flesch,readability_grade,question_marks,exclamation_marks,capitalization_ratio,dep_nsubj,dep_dobj,dep_pobj,emotional_adjectives,modal_verbs,index,entity_PERSON,entity_ORG,entity_PRODUCT
0,3,0,0,0,3,1,0,0,1,2,1,0,1,0,0,0,1,1,73,1193,16.34246575342466,37.508070258120654,11.373717372389795,1,0,0.031821797931583136,52.0,84.0,67.0,93.0,11.0,3640,16.0,8.0,
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,73,14.6,58.22500000000005,10.10666666666667,0,5,0.02359882005899705,6.0,7.0,2.0,2.0,1.0,3641,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9,237,26.333333333333332,55.958318789994195,10.7264572425829,0,0,0.012998266897746967,28.0,12.0,13.0,11.0,1.0,3642,,1.0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,22.0,57.822485875706235,10.080000000000002,0,0,0.030395136778115502,4.0,4.0,7.0,3.0,,3643,,,
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,13,259,19.923076923076923,56.30023485364194,9.725398230088498,0,1,0.03730272596843615,21.0,19.0,15.0,19.0,4.0,3644,,10.0,1.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,20.5,66.87371621621622,8.527702702702705,0,0,0.010101010101010102,6.0,2.0,1.0,,,3645,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,76,12.666666666666666,70.89147435897436,6.062692307692313,1,0,0.021333333333333333,10.0,5.0,3.0,6.0,,3646,,,
0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,168,24.0,62.195769230769244,10.12065934065934,0,0,0.024054982817869417,21.0,6.0,13.0,8.0,3.0,3647,2.0,1.0,
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,12,283,23.583333333333332,67.86526041666669,9.09328125,0,2,0.028592927012791574,33.0,22.0,17.0,5.0,4.0,3648,,1.0,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,50,25.0,70.90087209302328,8.711279069767443,0,0,0.02830188679245283,6.0,5.0,2.0,1.0,,3649,,,
0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,13,426,32.76923076923077,49.497851274787564,15.124875354107647,4,1,0.020110608345902465,32.0,27.0,28.0,32.0,2.0,3650,1.0,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,30.5,65.1114285714286,11.133571428571429,0,0,0.016891891891891893,6.0,3.0,5.0,5.0,1.0,3651,1.0,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,130,21.666666666666668,57.21154761904765,9.916785714285716,0,0,0.0377906976744186,8.0,5.0,15.0,9.0,,3652,2.0,1.0,4.0
0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,10,237,23.7,62.94681818181819,8.951212121212123,0,0,0.027653880463871544,27.0,14.0,14.0,10.0,7.0,3653,,,
1,0,1,0,1,0,2,0,0,1,1,0,0,1,0,1,0,1,0,42,822,19.571428571428573,37.44636904761907,12.673630952380954,2,2,0.026487190620929222,55.0,52.0,57.0,65.0,11.0,3654,2.0,8.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,30.333333333333332,18.319000000000017,14.281555555555556,0,0,0.04339622641509434,6.0,4.0,9.0,6.0,1.0,3655,2.0,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,17.75,47.79000000000002,10.320000000000004,0,0,0.02577319587628866,4.0,2.0,7.0,5.0,1.0,3656,,,
1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,622,16.36842105263158,47.79341317365271,10.884911556197949,1,0,0.0452395032525133,38.0,46.0,28.0,36.0,3.0,3657,9.0,14.0,4.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,18.0,50.610000000000014,9.92666666666667,0,0,0.047619047619047616,3.0,,7.0,3.0,,3658,,2.0,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,150,25.0,60.927068965517265,8.878029556650247,1,0,0.02021563342318059,15.0,11.0,10.0,7.0,1.0,3659,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,22.0,61.890000000000015,8.353333333333339,0,0,0.022727272727272728,3.0,,,1.0,,3660,,,
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,296,19.733333333333334,68.92585714285717,7.819142857142857,1,0,0.03106936416184971,30.0,28.0,11.0,11.0,1.0,3661,,3.0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,123,15.375,75.07312500000002,6.048750000000002,0,0,0.013266998341625208,14.0,10.0,6.0,4.0,1.0,3662,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,23.0,53.29000000000005,10.795000000000002,0,0,0.017241379310344827,4.0,2.0,2.0,2.0,2.0,3663,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,15.0,64.22999999999999,7.28166666666667,1,0,0.06228373702422145,4.0,2.0,3.0,2.0,,3664,,,1.0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,142,23.666666666666668,61.70682500000001,8.53415,0,0,0.026988636363636364,10.0,15.0,7.0,6.0,5.0,3665,,2.0,
0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,1,1,16,703,43.9375,35.91234281437127,18.62214071856288,0,1,0.013941018766756031,65.0,43.0,34.0,24.0,8.0,3666,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,132,22.0,67.1962452830189,9.153471698113208,1,4,0.017035775127768313,16.0,6.0,5.0,3.0,3.0,3667,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,91,22.75,59.63500000000003,9.910000000000004,1,0,0.010775862068965518,10.0,6.0,7.0,2.0,,3668,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,104,20.8,73.76255670103095,7.790432989690721,0,0,0.016877637130801686,13.0,9.0,10.0,3.0,,3669,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,153,17.0,72.34123188405799,6.978405797101452,0,0,0.04155124653739612,12.0,12.0,15.0,3.0,4.0,3670,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,138,17.25,73.40600961538465,6.653920940170941,0,0,0.03542673107890499,9.0,11.0,15.0,5.0,,3671,,1.0,
0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,16,354,22.125,65.58782352941179,9.179071895424837,2,0,0.01927710843373494,33.0,23.0,26.0,23.0,9.0,3672,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,120,24.0,47.61723529411768,11.685607843137255,0,0,0.011589403973509934,9.0,8.0,9.0,3.0,2.0,3673,1.0,1.0,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,114,19.0,63.089750859106545,8.475824742268042,0,0,0.03214285714285714,14.0,8.0,9.0,3.0,,3674,,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,87,8.7,74.92121621621624,5.4355598455598475,3,1,0.04060913705583756,10.0,4.0,5.0,4.0,2.0,3675,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,14.666666666666666,65.65538461538465,7.331282051282052,0,0,0.03017241379310345,5.0,2.0,4.0,3.0,1.0,3676,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69,9.857142857142858,87.07952380952382,3.4321428571428605,0,0,0.0547945205479452,5.0,8.0,4.0,4.0,,3677,,,
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,76,19.0,65.16823529411766,8.39294117647059,0,0,0.013736263736263736,8.0,7.0,3.0,,1.0,3678,,,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,118,9.833333333333334,59.83333333333337,7.149629629629633,0,0,0.029513888888888888,11.0,6.0,7.0,2.0,1.0,3679,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,185,20.555555555555557,70.63504430811183,7.90646216768916,0,0,0.03286384976525822,22.0,21.0,7.0,6.0,2.0,3680,,,
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,27,341,12.62962962962963,79.77458554181393,5.061753533568904,0,0,0.034278180619644036,37.0,18.0,20.0,12.0,8.0,3681,2.0,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,216,12.0,65.54785928143716,7.080106928999147,0,0,0.03955375253549696,24.0,22.0,6.0,8.0,,3682,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59,29.5,55.57500000000003,11.470000000000002,0,0,0.014545454545454545,4.0,7.0,3.0,2.0,,3683,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,30.333333333333332,60.363333333333344,11.547407407407409,0,1,0.018957345971563982,8.0,7.0,12.0,5.0,,3684,,,
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,179,22.375,69.90403846153849,8.353461538461541,1,0,0.0407185628742515,19.0,9.0,12.0,7.0,4.0,3685,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,93,18.6,68.59468965517243,8.0143908045977,0,0,0.01910828025477707,9.0,4.0,6.0,1.0,2.0,3686,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,32.0,53.83159836065575,13.327950819672132,0,0,0.04011461318051576,4.0,3.0,6.0,3.0,2.0,3687,1.0,1.0,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,77,25.666666666666668,76.82043478260871,8.25826086956522,0,0,0.037463976945244955,7.0,5.0,4.0,3.0,2.0,3688,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19.0,66.36500000000001,8.474444444444444,0,0,0.0449438202247191,1.0,2.0,1.0,1.0,,3689,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,18.5,87.54204545454546,5.148030303030307,0,0,0.029940119760479042,5.0,4.0,1.0,1.0,,3690,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,37,12.333333333333334,76.26924731182795,5.188387096774196,0,0,0.03048780487804878,6.0,1.0,2.0,,1.0,3691,1.0,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,11.333333333333334,64.14500000000001,6.79666666666667,0,0,0.023121387283236993,2.0,3.0,5.0,2.0,,3692,,,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,44,14.666666666666666,57.12747747747747,8.35513513513514,0,0,0.018433179723502304,4.0,4.0,2.0,4.0,1.0,3693,,,
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,13,312,24.0,49.670310421286075,10.96110864745011,9,0,0.01622002820874471,32.0,18.0,15.0,15.0,3.0,3694,,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,109,12.11111111111111,57.67433467741938,8.102889784946239,0,0,0.02631578947368421,14.0,9.0,5.0,7.0,3.0,3695,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,13.666666666666666,70.0518181818182,6.2212121212121225,0,0,0.02512562814070352,4.0,3.0,2.0,3.0,,3696,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,338,13.0,61.91728333333336,7.210900000000002,8,8,0.042803970223325064,26.0,22.0,24.0,13.0,1.0,3697,2.0,6.0,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,19.0,71.62625000000001,7.243750000000002,0,0,0.042134831460674156,8.0,3.0,7.0,3.0,1.0,3698,,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90,22.5,68.99128164556964,8.542879746835446,0,0,0.0405727923627685,6.0,4.0,9.0,5.0,,3699,,3.0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,146,12.166666666666666,67.88329277022193,6.659183965640661,2,0,0.03748326639892905,21.0,8.0,12.0,5.0,2.0,3700,,3.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,18.666666666666668,44.97000000000003,10.713333333333338,0,0,0.021505376344086023,4.0,4.0,2.0,3.0,1.0,3701,,,
0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,30,573,19.1,47.248318378712895,10.589637995049507,0,1,0.03096074050430897,53.0,28.0,29.0,36.0,4.0,3702,2.0,8.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10.0,94.30000000000001,2.342222222222226,1,0,0.047619047619047616,3.0,,1.0,1.0,,3703,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,10.25,84.77236363636365,3.0749090909090917,1,0,0.024844720496894408,5.0,1.0,2.0,4.0,,3704,,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,93,13.285714285714286,56.16481012658227,8.229150090415917,0,0,0.02159827213822894,9.0,8.0,8.0,4.0,,3705,,1.0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,45,15.0,57.94166666666669,8.490000000000002,0,0,0.017391304347826087,2.0,1.0,6.0,3.0,,3706,,,
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12,239,19.916666666666668,59.494551282051276,9.267115384615384,1,0,0.025833333333333333,20.0,14.0,23.0,8.0,6.0,3707,,2.0,
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,15,355,23.666666666666668,51.971250000000026,10.482083333333332,1,0,0.021922428330522766,35.0,20.0,17.0,18.0,6.0,3708,,3.0,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,222,14.8,56.47786982248522,8.611360946745563,7,0,0.016159695817490494,23.0,18.0,13.0,8.0,3.0,3709,,2.0,1.0
0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,113,18.833333333333332,48.17400000000001,10.862666666666666,1,1,0.02945736434108527,7.0,7.0,7.0,8.0,3.0,3710,,3.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,47,9.4,88.73500000000001,2.870000000000001,0,0,0.029411764705882353,7.0,4.0,1.0,1.0,1.0,3711,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,115,23.0,64.53800000000001,9.176444444444446,1,1,0.023214285714285715,10.0,6.0,7.0,3.0,2.0,3712,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,15.5,73.27857142857142,6.516428571428573,0,0,0.03389830508474576,9.0,8.0,2.0,1.0,4.0,3713,1.0,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,30,15.0,40.67554347826092,10.442826086956522,0,0,0.018633540372670808,1.0,1.0,1.0,3.0,1.0,3714,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,49,9.8,79.34892857142859,4.800238095238097,0,0,0.04,6.0,2.0,4.0,1.0,1.0,3715,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,17.75,67.11459745762713,7.5625000000000036,0,0,0.014925373134328358,8.0,4.0,3.0,4.0,2.0,3716,,1.0,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,20.333333333333332,88.34106918238994,5.326415094339623,0,0,0.045627376425855515,7.0,4.0,5.0,3.0,1.0,3717,1.0,2.0,
1,0,0,1,1,0,0,4,1,1,4,1,0,2,0,0,0,1,0,52,1090,20.96153846153846,39.402936507936545,12.014285714285716,1,0,0.020840336134453782,70.0,73.0,68.0,50.0,8.0,3718,1.0,7.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,14.666666666666666,78.20991228070177,5.497368421052631,0,0,0.031413612565445025,3.0,2.0,4.0,3.0,,3719,,,
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,7,152,21.714285714285715,63.25440476190478,9.073928571428574,0,0,0.022796352583586626,10.0,10.0,4.0,3.0,2.0,3720,,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,220,20.0,82.99697139938714,5.702931562819206,0,1,0.04932735426008968,24.0,19.0,5.0,5.0,3.0,3721,1.0,3.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,29.0,52.86800000000002,12.096,0,0,0.006993006993006993,2.0,1.0,,4.0,1.0,3722,,,
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,13,213,16.384615384615383,82.05839848675917,5.310928961748633,1,0,0.028058361391694726,28.0,10.0,12.0,4.0,1.0,3723,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,38.0,28.698571428571427,17.951428571428576,0,0,0.013452914798206279,3.0,2.0,4.0,2.0,,3724,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,17.0,65.4575,8.104166666666668,0,0,0.03636363636363636,4.0,4.0,6.0,6.0,,3725,,1.0,
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,97,16.166666666666668,43.963076923076954,10.356923076923078,0,0,0.023853211009174313,13.0,5.0,2.0,6.0,2.0,3726,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,58,14.5,67.8231617647059,6.966813725490198,0,0,0.10989010989010989,7.0,5.0,5.0,5.0,,3727,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,22.0,75.76500000000001,7.163333333333334,0,0,0.08695652173913043,3.0,1.0,2.0,,,3728,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,265,33.125,60.57936688311692,9.591958874458875,2,0,0.03277439024390244,24.0,13.0,25.0,12.0,5.0,3729,1.0,8.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,103,20.6,58.84138211382114,8.447317073170733,0,0,0.029106029106029108,8.0,4.0,9.0,5.0,2.0,3730,,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,8.0,64.44500000000002,5.761111111111113,0,0,0.06796116504854369,4.0,1.0,1.0,,1.0,3731,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,223,17.153846153846153,73.09293154761907,5.998885582010583,0,0,0.01904761904761905,19.0,14.0,13.0,11.0,2.0,3732,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,10.5,52.018333333333345,7.660000000000004,0,0,0.0234375,4.0,,3.0,1.0,,3733,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,16.5,67.79916666666671,7.156481481481482,1,0,0.044585987261146494,4.0,2.0,,1.0,,3734,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,65,16.25,54.44238636363636,9.081590909090913,0,0,0.057971014492753624,4.0,3.0,8.0,2.0,,3735,,,
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,12,172,14.333333333333334,67.34808273381299,7.318769784172662,3,0,0.027972027972027972,17.0,8.0,15.0,4.0,5.0,3736,1.0,,
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,91,18.2,79.5575,6.137499999999999,2,0,0.02122641509433962,12.0,5.0,3.0,3.0,3.0,3737,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,11.0,-23.274999999999977,18.990000000000006,0,0,0.02666666666666667,1.0,1.0,1.0,,,3738,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,7.5,70.08365384615385,5.098846153846157,0,0,0.07246376811594203,2.0,,1.0,,,3739,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,34,17.0,43.33818965517244,10.816724137931036,0,0,0.055248618784530384,4.0,3.0,1.0,3.0,1.0,3740,,1.0,
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,39,19.5,82.39000000000001,3.7550000000000026,1,1,0.03208556149732621,6.0,1.0,2.0,2.0,1.0,3741,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,26,6.5,84.02803030303033,3.3609090909090895,0,0,0.05357142857142857,1.0,1.0,2.0,1.0,1.0,3742,,,
0,0,1,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,15,282,18.8,63.07038461538464,8.590000000000003,1,1,0.01639344262295082,30.0,13.0,17.0,14.0,3.0,3743,,1.0,
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,66,11.0,52.61256289308176,8.11537735849057,3,2,0.04878048780487805,6.0,5.0,7.0,4.0,1.0,3744,2.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,18,9.0,24.382499999999993,11.721666666666671,1,0,0.0,1.0,1.0,2.0,,,3745,,1.0,
0,1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,11,236,21.454545454545453,34.20336923739768,13.253942266264541,0,1,0.01649928263988522,16.0,22.0,17.0,18.0,10.0,3746,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19.0,84.45000000000003,5.206666666666667,0,0,0.0273972602739726,3.0,1.0,1.0,,,3747,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,45,22.5,86.04480620155041,4.818604651162794,0,0,0.028985507246376812,5.0,4.0,3.0,2.0,,3748,,1.0,
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,234,26.0,61.41697318007665,10.296321839080463,0,0,0.03795233892321271,24.0,17.0,11.0,13.0,4.0,3749,2.0,1.0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,136,27.2,61.731142857142885,10.21385714285714,0,0,0.01864406779661017,15.0,8.0,9.0,3.0,4.0,3750,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,9.5,61.665000000000006,9.130000000000003,0,0,0.08421052631578947,1.0,1.0,2.0,1.0,,3751,,1.0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,423,16.26923076923077,73.80493452015554,6.295794966236958,1,0,0.026831785345717233,41.0,33.0,32.0,21.0,3.0,3752,,1.0,
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,209,52.25,62.601811594202914,12.146086956521739,0,0,0.012448132780082987,18.0,19.0,16.0,5.0,6.0,3753,,3.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,9.6,74.8616666666667,6.129999999999999,0,0,0.041666666666666664,8.0,1.0,1.0,1.0,,3754,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,17.2,59.90093150684933,8.531397260273973,0,0,0.011737089201877934,6.0,6.0,6.0,5.0,,3755,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,210,26.25,67.69931818181819,9.282045454545457,0,0,0.027196652719665274,17.0,5.0,20.0,13.0,4.0,3756,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60.0,64.83485294117649,10.551078431372549,0,1,0.017857142857142856,6.0,2.0,4.0,2.0,1.0,3757,1.0,1.0,
0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,22,721,32.77272727272727,46.80794594594596,12.245657657657656,1,0,0.0684816166152119,44.0,36.0,46.0,41.0,7.0,3758,1.0,8.0,2.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,19.666666666666668,71.47833333333337,7.43,0,0,0.023076923076923078,7.0,1.0,2.0,3.0,2.0,3759,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6.5,78.19795454545455,3.7186363636363637,0,0,0.03333333333333333,1.0,,1.0,,,3760,,,
1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,21,429,20.428571428571427,51.45914016489991,9.429671882887433,2,0,0.04329681794470527,19.0,37.0,26.0,20.0,5.0,3761,1.0,2.0,1.0
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,9,222,24.666666666666668,64.36052631578949,9.00245614035088,2,0,0.027573529411764705,17.0,17.0,12.0,8.0,4.0,3762,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,94,23.5,73.54400000000001,6.578777777777777,0,0,0.043795620437956206,10.0,3.0,8.0,2.0,,3763,,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,30.5,34.45517241379312,15.657931034482761,0,0,0.013812154696132596,2.0,4.0,7.0,3.0,2.0,3764,1.0,,
0,0,0,1,1,2,2,0,0,0,2,0,0,0,1,1,1,0,1,17,344,20.235294117647058,51.31741776315792,10.526699561403507,1,1,0.032329988851727984,35.0,25.0,22.0,26.0,3.0,3765,,2.0,
0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,8,236,29.5,50.74690878378382,11.926047297297298,1,0,0.019434628975265017,21.0,13.0,20.0,15.0,2.0,3766,,2.0,
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10,262,26.2,55.344056962025334,11.4276835443038,0,1,0.01833460656990069,19.0,19.0,20.0,11.0,3.0,3767,4.0,1.0,
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11,237,21.545454545454547,68.02113636363636,7.746590909090909,5,0,0.02184235517568851,26.0,17.0,14.0,8.0,5.0,3768,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,109,21.8,65.1792763157895,10.068289473684214,0,0,0.012096774193548387,12.0,8.0,8.0,4.0,4.0,3769,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,14.666666666666666,80.84000000000003,5.213333333333335,0,0,0.06,6.0,2.0,1.0,2.0,,3770,2.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,146,20.857142857142858,71.95319672131149,7.5530444964871215,0,1,0.014619883040935672,13.0,8.0,10.0,9.0,1.0,3771,,1.0,
